UserId,Location,Rating,Headline,Review,Date,Value Rating,Food Rating ,Service  Rating ,Atmosphere  Rating 
Colleen S,Sacramento,5,Delicious meal great ambiance!,"I was traveling on business and my hotel recommended I try out this restaurant as it had just opened.  The service was excellent and the menu incredible.  I was alone, so I ate at the bar and was taken care of by the attentive bartender and staff.  I ordered an eggplant and shrimp appetizer and it was fantastic!  I am not a huge fan of eggplant however this dish has converted me..it was tender and flavorful.  Sliced into small bites with a shrimp on the top, it was my dinner!  The next night I came back and ate the steak salad, it also was an amazing meal!  I will definitely make this my mainstay when I am in town!  Good happy hour too with an outdoor patio, very nice!",5/25/2015,5,5,5,5
Kenzie H,Plano,5,Delicious Italian food,"The place from the outside is deceiving. We went there because it was close to our hotel (The Hampton Inn), but didn't expect much. Well don't judge a restaurant by its cover! The food and service were excellent. I would highly suggest getting the Tasca for an appetizer. It was out of this world! I also had the margherita pizza, which was delicious. If you live in town, or are visiting a near by hotel, you must go to this place!",5/21/2015,3,5,5,5
SFBenoudiz,Fairfax,5,Fabulous Italian in Fairfax County,"Amazing independently owned Italian restaurant. Always crowded thanks to stellar reviews, either come early or be prepared to wait. Quaint wine bar next store, so waiting isn't painful.  Personal favorites:  wood-fired pizza, eggplant parmesan and ravioli. Kitchen is very open to modifications, like mixing sauces.  IMPORTANT: save room for dessert.  Their tiramisu is heaven.",5/19/2015,5,5,5,5
redheaddr,Venice,4,A great place but can be loud.,"Good food, can be very fast service, good quality food.  Lunch is a good buy. There is a good wine list.  Parking is limited.",5/19/2015,4,4,4,4
Lois K,Fairfax,4,Very fine Italian fare,"From the salads, main courses, to the wines, this is one of the best Italian restaurants in the Fairfax area.",4/21/2015,4,5,5,5
Luvmiguiz,Fairfax County,4,Good local Italian Place,"This is a small local restaurant.  If you're looking for quaint, attentive and local, this is the place.  Dolce Vita has been here it seems forever, which should speak volumes to the quality of their food.  Menu selections are good and reasonably priced.  You will NOT get huge servings.  But what you will get is GOOD QUALITY, which to me outweighs quantity any day!  My family and friends visit this place probably 3 times a year.  Food is consistently good!",4/20/2015,4,4,4,4
spigweed,Myrtle Beach,5,"Pizza Cones, Atmosphere & Service","Was out with some friends and intrigued by their Pizza Cone. I was expecting something very bland but so very happy that I was proven wrong! I cannot wait to go back!

It's a small establishment so if you want a seat, you'll need to get there a tad before the crowds; especially on a beautiful day. We got there about 4pm and seating was EASY. But about an hour later, the place was crowded and seating hard to find.

Happy hour pricing was very good; they definitely want you to come back.",4/20/2015,5,5,5,5
Foodie C,Fairfax,3,Good but small portion of pasta,"Different from all the industrial type of Italian restaurant, Dolce Vita is such a well-known restaurant for the authentic Italian food. I like its atmosphere, food and service very much. Price is also reasonable. Calamari is the best. I wish, however, that I could feel full after pasta meals. So this is not the place when I am real hungry.",4/10/2015,4,5,5,5
cmschw@comcast.net,Alexandria,3,"VERY GOOD SERVICE, FOOD WAS JUST AVERAGE EXCEPT FOR VERY GOOD DESSERT",I  had lunch at Dolce Vita recently with some friends. We had excellent service!  I had Lasagna which was suppose to be a meat Lasagna but in fact was dominated by the cheese and had very little meat.  It was a very average and not a tasty dish.  The accompanying salad was nothing special either. The dessert selected from the dessert tray was a chocolate variety and it was very good.,4/9/2015,3,3,5,3
rgstrip,Herndon,4,Nice local place.,"As one that prefers local places to chains, this place is worth going to.  The food has been consistently good, the service adequate, and the experience, well, my measure is would I go back again, and to that end, I would anytime someone suggested it. 

The menu items are plenty, the wines are good and the service works for me.  There are plenty of fancier places around, and I would not think of this as an ""anniversary"" type of place, but for a decent meal at a decent price, it hits the spot.  Try it, you will probably go back again.",4/4/2015,3,4,3,3
redblueyes,Sterling,5,Loved this place!,"Somewhat ""local"" to Fairfax but don't go out that way very often.  My friends and I wanted a change of scenery from our normal-local joints and I saw some review for this place on yelp.  Pizza cones sounded interesting so we took a drive out there.  Once there I knew I've driven by it before but never thought it was a ""wine bar"" as it looks like a regular Italian restaurant from the outside.  Anyway, we went in Saturday afternoon at 4:00, and what do you know....!?...happy hour started at 4:00!!  Apparently they have happy hour every day, which rules.  Many wines listed about 3:50 each, all drafts $3.50 (including microbrews), and some food is on HH too, including the Pizza Cone!  I think they were $3.00 and .25 cents for whatever toppings you add.  Let me tell you, this was delicious!  We all got em!  Different, and fun, and quite tasty.  Bartender(s) were very friendly.  They were doing a wine/paring tasting around 5:00 and the place got very crowded.  We didn't do the tastings, maybe next time.  Basically we had a great time and will definitely go back again.",3/29/2015,5,5,5,5
VicinVirginia,Burke,5,"As always, food is outstanding","Visited with a large group who had a good variety of menu/daily special items.  Everything was outstanding--wine, appetizer, pizza, pasta.  Best lemon chicken I've ever had.  Service was good, place is always crowded so being a little crowded is part of the charm.",3/28/2015,5,5,5,5
Erin B,Philadelphia,5,Tasty meal,"This is a cute busy resturant in Fairfax that serves amazing food and great service. My water was always full and there was never an abundance of plates on our table.  I had the lamb chops which were flavorful and tender. My only ""complaint"", not sure if it was the location we were sitting, but it was very difficult to hear the person next to you speak.  Regardless, will be back again",3/20/2015,4,4,4,4
mrs p,Front Royal,1,dolce vita in fairfax is not!,"Dolce Vita - Fairfax VA

Apparently this place ain't what it used to be....

A Saturday nite around 8:50 pm

The service was marginal at best....

The atmosphere was cacophonous to the point where sitting at a small
table with three others in the corner of an alcove it was impossible
to hear a normal conversational tone from the person next to you,
forget about the person across the table.... No problem hearing every
word that was practically shouted by those at other tables...

Italians are loud in the street but that isn't the norm in a
restaurant in Naples, Verona, Firenze, Milan, or any other city I've
visited in Italy... So much for ""real"" Italian ambiance.

I have never been hustled out of my table once seated in a real
Italian restaurant. Eating in Italy is practically ritual; respect for
time and space and the act of eating leisurely is the norm. Not here.
The bus staff was rude and abrupt, sullen even, at closing time (10:30
pm) despite having seated and served us. It was obvious that getting
us out of there at all costs was the primary objective.

The House wine, a Brunello Montalcino, was good. When there wasn't a
second bottle available the replacement was even better.

The clam appetizer was served unceremoniously without style or
attention to presentation... more thrown on the dish than anything
else. The clam breading was barely mediocre and finding clam in it was
a treasure hunt.

The cream sauce that accompanied the lobster special was unimaginative
and too thick. It detracted instead of complimented.

The Filletto was a good piece of meat that was ill served by the sauce
that drowned it.

The addition of grated cheese to the pastas was tantamount to having
it thrown on each portion so you got what was ""dumped"" whether you
wanted that much or not.

No one even offered fresh ground pepper.

We had deserts that were less than expected from their visual display.

I love good coffee. The espresso wasn't!

We had to ask to have our waters kept filled...

I find no good reason to return.",2/28/2015,1,1,1,1
Mike d,Fairfax,3,Has been,"This place it's been here for a long time at least 20 years. We have been here many times in the past. But this time it was different. May be ownership changed. The food was not as good, the taste, the recipe was not the same.May be it was one of those off nights for them. Will give them a try again.",2/19/2015,2,2,3,3
Robbie R,Unknown,5,Wonderful Anniversary,My wife and I went here on our anniversary last year.  It was excellent!  The food is great and the wine list goes perfect with everything they have.  We plan on going back again this year for our anniversary again.  I have been there for lunch with coworkers and the brick oven pizza is to die for.,2/17/2015,4,5,5,4
elvirabala,Fairfax,5,The best North Indian food in Fairfax,"My wife and I have been to Jaipur several times and we have taken friends there on numerous occasions.  The decor is traditional Rajasthani (where Jaipur is located) rustic style and the food fit for the Maharaja of Jaipur.   We often go for their buffet -- outstanding for the price.  The dinner is traditional North Indian style, quiet and elegant with pleasing piped in music and excellent service to match.  We shall return!",2/17/2015,5,5,5,5
DC_Karla,Unknown,5,"This is my ""go to"" Italian Pasta restaurant",Very good food and very nice staff.  There is one problem:  on the weekends there is music that makes talking difficult.  The pastas are all very good as is the pizza.  The Branzino is also terrific! This is a great place for a business lunch and good for dinner on week nights.,2/12/2015,4,5,5,4
Brooklyn-Jared,Vienna,4,"A warm, family-owned ""find"" in the sterile suburbs","My co-workers and I found ourselves in the ""NoVa"" suburbs of Washington, in the land of big-box and chain restaurants.  Scary stuff.  This restaurant is located in a non-descript building but once you are inside things improve quickly.  The owner and the staff are welcoming and enthusiastic.  The menu is varied and the food is authentic and good. We had an assorted hot appetizer platter...I then had creamy bean soup and lobster ravioli.  My colleagues enjoyed their food a great deal, as did I.  It appears that many of the customers are long-term regulars.  Look for this place and escape the artificial everything of shopping mall restaurants!",2/11/2015,5,4,4,3
Kelly D,Williamsburg,5,Great Meal and Service,"My husband and I had a great weeknight meal here. The place was busy, and service was terrific. We were referred here, by another couple who love it. The wine list and menu is extensive with real authentic Italian dishes and wood fired pizzas. The atmosphere is warm and inviting, even though it is not much to look at from the outside.
We both had the linguine and clams, with white sauce, and it was the best we had ever had. The clams were so fresh!
We look forward to going again very soon!",2/2/2015,4,5,5,4
jerseygirl347,Gainesville,4,Not hurting for business!,"I recently discovered that I liked Fettuccine Carbon at a place in Stafford called Zebibbo. It was the most luscious tasting white sauce pasta I have ever tasted. It's just not in a convenient location at 40 miles away. So I was on mission to find a closer place & had a hard time finding one with that dish on their menu. I thought of Dolce Vita, where I had been twice before 15-20 years ago, &   there was my dish- with the right description & I went. Said they took no reservations & there was a 30 minute wait. The place was packed, parking was bad- didn't notice the valet until we parked around the corner & walked up. Sure enough- 1/2 hr & no place to wait except at wine bar adjacent.  Got the last 2 bar seats there, luckily. They have a nice menu of the appetizer/tasting variety.  We got called over for our teeny crowded table next to 3 chatty, admittedly tipsy people sharing way to much info as tho we were part of their party. We didn't mind as we joked about them as we waited for a server. That took 10 min. Another 10 min & he appeared with bread & olive oil dip. Another 10 & he took our order. Apps & salad ordered; Caesar avocado stuffed w crab meat. Salad was very fresh &  was not loaded w/ garlic. I tasted the crab meat avocado & thought the crab meat was strong smelling & canned. The rockfish had by other party was described as excellent, but the accompanying pasta was garlic laden. My carbonara however did not have the flavor of cream & egg that the previous restaurant mentioned had, so I was disappointed.  It required a whole bunch of grated cheese, which helped salt wise, but the egg was still missing from the flavor I was looking for.",1/17/2015,4,4,4,4
Iris S,Fairfax,4,Terrific Lunch,"For years I have enjoyed having lunch at Dolce Vita. The food is good, prices are reasonable and staff is friendly.",1/9/2015,4,4,4,4
1heavyeater,Unknown,5,Dolce Vita,Celebrated birthdays in this establishment with the best tastes that can be had. The Veal Chop was fantastic along with a bit of linguini and garlic.  I paired it with a Classico Chianti that set the taste of the chop perfectly. Ended the night with a Cappuccino and a Lemon-Raspberry Cheese Cake. Nice way to get older!,12/22/2014,5,5,5,5
Kyle S,Bugis,1,Horrible Management Experience,"We have been to Dolce Vita before, but the service this time really stood out. The food was its usual 3 star average Italian. After arriving for our 7:40 reservation, we waited a full 30 minutes standing in the cramped waiting area until finally deciding to order drinks, appetizers, and bread at the bar.

As soon as we sat down, our entrees were brought to us. They then brought us our check without apology. The most disappointing thing was the restaurant acted as if nothing had happened. We debated paying and leaving or informing the manager of the fact that the handling of our reservation was unacceptable. We decided to take the check to the manager to talk. The manager essentially challenged our account of what happened by checking when our orders were placed using the electronic ordering system, while the hostess stood nearby knowing full well exactly what happened. He thought he had an ""aha!"" moment by telling us that our orders were placed only 25 minutes after our reservation, not realizing that we placed the order while standing near the drafty bar, because we were hungry. Then after explaining this to him, he became slightly apologetic and asked us what we wanted him to do about it. After already challenging our integrity, he tried to negotiate a discount with us, so we then sat down and decided to pay whatever they gave us, and we are not likely to return in a long time.",12/11/2014,1,1,3,3
Joseph A,Fairfax,4,Authentic Italian cuisine,"Fresh seafood, 
great pasta and wine selection -
 service could be friendlier, 
but very efficient 
Neighborhood hang out",12/1/2014,4,4,4,4
Maryannph,Clifton,5,Great place for light meals and wine!,"Dolce Veloce Chichetti Bar is a fun place for good food and great wine. The food is small plates and delicious. At  Happy hour. Many of the items on the regular menu  plus wine are offered at great discounts.
The service is always exceptional and the food fantastic. 
Try it you'lol definitely enjoy it.",12/1/2014,5,5,5,5
Shaggylom,London,3,"Good Food, Scattered Service","Went here for a party. The food was good however the service seemed a bit slow and chaotic. Several of our party didn't get their meals till after everyone else had finished and those were the Specials.  Other members of our party the food was slightly cold when they got their meal. This being said the staff gave us some free bottles of wine to apologise. They were friendly and apologetic, and we still had a pleasant experience. I'm sure if I were to go in a small group and not 20+ I would give this place a 5 star!",12/1/2014,4,4,3,5
exeter95,Dover,3,No idea why the great reviews,"Maybe there are literally no other Italian restaurants in this area, so Dolce Vita receives great reviews, but in all reality, it's a strip mall average Italian place that serves lunch specials for $11.99. The service was very good - authentic for sure. But the food was mediocre. I ordered a caesar salad with steak and the steak was tasteless and of low quality. Colleagues had pasta and typically southern italian dishes like veal and chicken parm, but I wasn't impressed at all. Bread was boring. The food was definitely reasonably priced (bordering on inexpensive), but I wouldn't come here again unless I was REALLY hungry.",11/25/2014,4,3,4,2
gerir758,Washington DC,5,Superb!,"This little jewel is just that - a jewel.   Everything, without fail, we have ordered has been fantastic.  I love this place so much that I don't even want to go anywhere else.  And service is always impeccable.  I daydream about the pasta fagioli soup, especially now that the weather up here has turned.  Dolce Vita is definitely worth your time.",11/5/2014,5,5,5,5
Happy2BeCR,Fairfax,5,A little piece of Italy in Fairfax,"The entrée selections are mouth watering.  Having dined in Italy, I thoroughly enjoy every entrée I've ever had at Dolce Vita.  To say I have a favorite would almost disrespect the many other incredible entrees I've had the pleasure of ordering.  Prices are great as well.

The family that owns & runs Dolce Vita are a class act.  Joe & Sharon truly bring Italy to Fairfax.  There love of each other/ Italy/ their food/ & their clients experience at their restaurant is unparalleled in any Italian restaurant in Northern Virginia.

Don't miss your opportunity to find your families newest favorite home town restaurant!  Take a minute to speak with the owners, as they will enjoy the moment as much as you do.

Thank you Dulce Vita for brining a little piece of Italy to my home town.

Chas & Tiger",11/3/2014,5,5,5,5
Reneec496,Fairfax,5,Celebrating my daughter's engagement,We had been to this restaurant before and superior food and quality treatment made it the ideal place to take my daughter and her new fiance here to celebrate their engagement. We were treated like family of the owner and had an exquisite meal. Kudos to the chef.,11/3/2014,5,5,5,5
jrzgrl5,Fairfax,4,This place is great!,Whenever we need some good Italian food I always suggest we go here. The place is small so be prepared to wait around dinner time. Also the parking can be a little crazy but they do have a valet out front. The food is wonderful! Cute little place. One of my favorites in Fairfax!,11/3/2014,4,5,4,5
NSole,Fairfax,1,Sadly Dolce Vita grew too big too fast.,Menu is tired. Wait staff has little interest in new clients. Menu has not changed for over 10 years! Not a friendly place for lunch or dinner! Too bad because they could do so much better!,11/2/2014,1,1,1,1
Marc L,Fairfax,5,What a great place for unique dood and drink.,"Go to the main dining room for exceptional itilian food, a wonderful dinning room and great service.  Been here for lunch and dinner probably 30 times and it's always been great.  Go to the wine bar side for a great tapas style menu with gantastic selections hreat wine and a full bar.  Make sure you try the pixza cone !",11/2/2014,4,5,5,5
55october,Unknown,5,So So Delicious,"Excellent dinner. Food and wine menus were full and varied. (Try Chicken Milanese if you like lemon!) Staff was friendly, doting but not cloying.",10/26/2014,4,4,4,4
ann b,Unknown,5,"Very nice menu, prices reasonable","Right next to the Hampton Inn, we ate dinner here on Friday night. Luckily we got there fairly early because it got crowded..  I recommend reservations.
The menu was extensive with a great wine list.  The chicken Marsala was wonderful.  I would definitely eat here if I were in the area.",10/20/2014,4,5,5,4
PRTitan,Fairfax,5,Tasty and Expeditious,"Great beer; wonderful happy hour prices, almost too much variety of foods to pick from.  Leave room for the chocolate cake for dessert.",10/4/2014,4,5,4,4
Michele L,Fairfax,5,Yes to Pasta,Haven't been to an Italian restaurant in a long while because of my decision to limit carbs. I came here for a birthday dinner with my family. The restaurant was cozy and the staff attentive. I had a special lobster ravioli. The sauce was so good that I could have licked the bowl. What I loved was the portion size was just right. Not overwhelming. It left room for desert and being a chocoholic the chocolate mousse cake was extremely satisfying. The prices were reasonable.,9/28/2014,5,5,5,5
James H,Fairfax,5,Dolce Vita - Always A Pleasurable Meal!,"Have been going to Dolce Vita for few years now and it's one of the best Italian restaurants in Fairfax, VA. 
IT's a great venue for birthday parties also. I rented the entire wine bar for 3 hours on a Saturday afternoon to celebrate a milestone birtdhay for my partner and 35 friends. THe staff, personalized menu and wine were a total success. I would definitely hold another occassion ther again!",9/28/2014,5,5,5,5
ashotwell,Fairfax,4,Dolce Happy Hour,"One of the best Happy Hours in Fairfax county.  Great food, drink specials and the ownership is first rate.  We go there a couple times a month and always are treated very well - great value",9/28/2014,4,4,4,4
Austin A,Frankford,2,Disappointed,"I live close to this restaurant but until recently had never tried it. I finally did so based on the recommendation of a friend, and because it had generally good reviews in TripAdvisor. I doubt I will return.

There was nothing to distinguish this restaurant, from the bland tasting food to the common decor. I'd say that the service was good, except I got a confusing response when I called to make a reservation, and then saw one server (the only one wearing a green shirt the night I was there) drop a handful of spoons on the floor, and then pick them up and place them in the clean utensil bin without rewashing them. Need I state more.",9/27/2014,4,4,4,4
Alan B,Woodbridge,4,Real good,"I saw the reviews and figured it was worth sitting in VA traffic to get to Dolce Vita.  Was glad i took the risk.  Veal Piccata was soft, nicely seasoned and cuts easily with a butter knife.  The side i chose was saute veggies.   Staff is attentive and friendly.  I am here on business and plan to return again.",9/22/2014,4,4,4,4
sailingboat,Fairfax,5,Return trip does not disappoint,"This lively restaurant does not have the best location in town. Sitting between a Midas Tire store and a gas station, it has virtually no parking, but these ""problems"" disappear quickly. Complimentary valet parking is front and center and things just get better after that. Reservations highly recommended, especially on weekend nights. Inside, the first thing you'll notice is the large stone face on the wall into which pizzas and other dishes requiring a blast of major heat slide in and out on long wooden paddles. The décor is pretty and original and visually expands the space. There is one special booth (see photo) that you can try to reserve for special occasions like asking someone to marry you! Service is attentive and quick but not obtrusive. This is a great place for couples and friends, romance and special occasions. And if you need more room for your party, there is a party building next door. In recent years, Dolce Vita has also added a wine bar with lighter fare and special events. Everything here is made to order so get an appetizer and a drink that you will have time to enjoy. I had the figs and prosciutto (a special item that night) and my husband had the grilled calamari. Have to say, once you have had calamari grilled the right way, it's tough to go back to the fried with marinara sauce variety. The restaurant when filled can be noisy, swamping the background music, but it feels lively, friendly, sophisticated, and like being at home all at the same time.",9/14/2014,5,5,5,5
Mish23mosh,Reston,4,A Piece of Italy in My Own Back Yard,"Transformed with live music, art on the walls and coupled with excellent Italian Fare at a reasonable price, I would and do frequent Dolce Vita quite often.  You won't be disappointed!",9/8/2014,5,4,5,5
Jim5460,Nashville,5,Outstanding!,"The food was excellent, a very good wine selection and superior service. We had an excellent evening!",9/3/2014,4,4,4,4
24tripper44,Fairfax,5,Hometown Hideaway,"Dolce Vita brings back memories of the small tratorias in Italy---full of fun & good food.
It's location does not shout out its existence; nor do they have to advertise to have a full house.
If you've ever tried the restaurant, you'll keep coming back.",9/1/2014,5,5,5,3
thecitadel86,Edisto Island,5,Great Dinner,"After a week of seafood at the beach, my wife and I wanted a good, predictable Italian meal and decided to go to Dolce Vita.  We've always had good meals here, but this meal was truly exceptional.  My Ossobuco was superb as was her lobster raviolis.  Had a spectacular Umbrian red (Testal Rosso del Veronese).  Well done.",8/15/2014,4,4,4,4
cmschw@comcast.net,Alexandria,4,"RUSTIC ITALIAN RESTAURANT, GREAT SERVICE AND FOOD","I went here yesterday with two friends for a birthday celebration.  This is the 3-4th time I have been here.  The service is prompt and friendly, the entrees (I am particularly fond of their lasagna) are tasty and service is at the correct temperature. 

 The good reviews on Trip Advisor reflect the successful formula of good food and service.  It has an adequate ambience but food and service are the trump points!  

TIP::  for a quieter experience ask for the table in the corner in the very back. It is isolated from the rest of the restaurant to permit easier conversation. Also try going after 1:00 when the noon crowd starts to filter out.",8/6/2014,5,4,5,3
Maribeth B,Fairfax,5,Delicious,"My team treated me to a wonderful birthday lunch today.  They had many options and special lunch pricing.  All the dishes came with a fountain drink.  The past dishes came with a salad and a drink. For less then $10!  I eaten at Dolce Vita several times and its always very good. A family operation, friendly staff.  Wonderful.",7/14/2014,5,5,5,5
Seniors57558,Burke,5,Excellent and authentic Italian,"if you want really good Italian, this is the place to go.  We have celebrated birthdays, gone with family and larger groups of friends.  The service is always attentive and the food excellent.  Many nights there is music too.",7/3/2014,4,4,4,4
Seniors57558,Burke,5,Great atmosphere and prices,"What a great little discovery right in Fairfax!  Have gone many times to the Italian restaurant next door for wonderful meals but never realized there is a wine bar right next to the full restaurant.  Two of us each had two glasses of wine at $3.50 a glass and we shared three appetizers thinking we'd add more or dessert later.  Nothing more was needed and we couldn't even finish what we ordered...of course the wine was drained.

Plan on returning and making this our ""go to "" place.",7/3/2014,5,4,5,5
Susiewoozie12,Reston,3,Nice place- but small and loud,"Went for lunch- was so loud we could not hear our friends talking at our own table.
Bread was very average- they put on the menu a ""limit of two bread baskets per table"" but who would ever ask for more- it was a little stale and hard, not the great Italian bread you want at a small boutique restaurant.
Had bolognese and chicken with lemon-  there were no vegetables served with the meal, just pasta and a salad.
Ziti and pasta with salmon were good.
Lunch is well-priced- most expensive is $11.99 with most at $9.99.
Average Italian in cute little restaurant.",6/18/2014,3,3,3,3
jamotilu,Fairfax,4,Good Italian,We went here with a group of 7 and were treated very well. The food was delicious and the wine list had some great Italian selections (among others). Enjoyed the penne with a creamy vodka sauce. Enough for leftovers for lunch (even better the next day). A delicious chocolate cake on the dessert menu and can also recommend the lemon almond tart. Suggest reservations.,5/27/2014,4,4,5,4
Mary Kay D,Centreville,5,Perfect Pasta,"We enjoyed an early Mother's Day dinner the night before with our son and his two small children. Although a tiny place, the booth fit all of us and the noise level was such that children fit in well. I had a pasta dish with sausage and asparagus and grape tomatoes. It was outstanding. My husband enjoyed salmon and my son clams and linguini. I had a taste of every dish and all were great. Reservations are a must and take advantage of the valet parking. I had heard about this place for years and this was the first time I was there. We will return!",5/14/2014,5,5,5,5
Jeanine F,Fairfax,4,Dolce Vita Fairfax,"Great Northern Italian food. Great service. Small and crowded. Informal atmosphere. Prices average, but not great for children.",4/14/2014,4,4,4,4
Alexander C,Grand Rapids,2,"Ok food, bad service, mediocre atmosphere",Visited here for dinner with friends. Took almost 1 hour to get the food. It was fine. The service is pretty bad. The parking situation is a mess and the bathroom smells like something out of the third world; the whole building is kind of old.,3/28/2014,4,4,4,4
rlh_kak,Unknown,5,GREAT Italian Bistro,We've patronized Dolce Vita for many years.  It always serves great Italian dishes and wines.  Always has 5 specials in addition to a wide menu.  Great service and great food in a family friendly atmosphere.,3/24/2014,4,4,4,4
Erin K,Sumter,5,Awesome spot!,I went here with 6 other girls for my sister's bachelorette party. Awesome place! The owner and servers were SO friendly and helpful. Very reasonable prices! Wish I lived in the area because I would definitely go back. Brick oven Margherita pizza was delicious!,3/19/2014,5,4,5,5
travelfacets,Unknown,5,"Wonderful Italian Food, Consistently Well Prepared","I have enjoyed lunch and dinner at this little gem of a restaurant over many years. The quality, presentation, and taste of the food is delightful. The lunch specials are varied and reasonably priced for the area.  There are quite a few items to choose from for both lunch and dinner.  My favorite at lunch is Penne alla Modenese, which consists of penne noodles with mushrooms & Italian sausage in a cream Sauce.  My mouth is watering as I write this, just thinking of this dish! This restaurant has been owner operated for nearly 20 years, by my calculations.  The attention to detail and quality service is very apparent.  The restaurant is a bit noisy, but not so much so to be a hinderance. There is good parking around this restaurant.",3/7/2014,4,5,4,4
Fred G,Fairfax,5,Hidden Gem,"THis is a fantastic Little hole in the wall find.  Superior Italian food done the old school way - as you like it.  Not on the menu, just ask - e.g., Lobster far diablo, no problem.  Weekend entertainment adds to the ambiance.  Small, so limited seating.",3/3/2014,4,5,5,4
FLYBOY888PK,Fairfax,4,The real deal Italian,"Real deal italian. Using a wood fired oven for many of the dishes. My favorites are the pizzas in the wood oven. 

Weekends finds you with live music from a strolling musician and an accompanying accordion player. The smell, the vibe, the friendliness of this place is wonderful. 

Several of the waiters have been here almost the entire time the restaurant has been open, some 13+ years. 

The wine bar next door is owned and run by Joe as well. Cichetti Veloce. Both are well worth the trip and if need be on weekends, the wait. 

My hands down favorite local place.",3/3/2014,4,4,4,5
DeirdreRivas,Unknown,3,Is the owner in?,"Our first experience at Dolce Vita was on July 10, 2010......our wedding night! We had an amazing meal cooked by the owner himself. We decided then to make it an annual anniversary event. We were telling friends how great our meal was and were warned: it's not like that when the owner isn't there. We didn't believe it. 

We have now been three more times, and can attest that is indeed true. We had two meh so-so dinners and one other spectacular owner prepared meal.

I recommend if you want an amazing meal, make sure the owner will be there, sit at the kitchen bar, and chat him up....otherwise it's a disappointment.",3/3/2014,3,3,5,5
Ajaxtol,Washington DC,5,Neighborhood favorite but well worth traveling for.,"We were very pleased to discover this great Italian place right in our neighborhood.  For is always good, wait staff is friendly without being overbearing.  A great family-friendly place.",2/16/2014,4,4,4,4
RobinWebb,Arlington,2,What's happening to this place?,"We have been here many times and have always enjoyed it, but last night it was really bad.  Maybe the weather was to blame but we arrived to an empty restaurant and the hostess was friendly, but it was down hill from there.  Our waiter was very grumpy, and seemed annoyed by our presence.   I ordered my favorite dish, the veal piccata, and it was so bitter it tasted like they just squeezed lemon on tough veal.  I couldn't eat it or the bitter pasta.  My husband ordered the rockfish special and it initially tasted okay, but parts of it were mushy and undercooked.  It was obviously frozen fish so why have it as a special?",2/12/2014,2,2,2,4
Snorkelaholic,Virginia,4,"A nice, quiet place","In this age of restaurants with industrial ceilings and loud decibel ratings, Dolce Vita is a sweet little hideaway restaurant.  It's small and would make a good place to go for a romantic dinner.  I have been with a friend several times and have found the service to be good.  I love their ravioli.  However, I can't recommend their lasagna.",2/4/2014,3,3,4,5
CAThomas111,Fairfax,5,"Really, really, really good experience!","There were three of us to celebrate a birthday in a low key/conversation with friends atmosphere.  I've read some people had difficulty with acoustics but we didn't have that problem.  We went on a Thursday around 6pm and had no trouble getting a table.  We were there during happy hour which I have to say ended up being one of the best values I've ever had and had 6-7 glasses of wine on our tab and it was total $51.00- amazingly cheap for all we got.  It was a fantastic value.  There were several choices on wine for under $4.00 a glass on the happy hour menu and probably 7-8 ""cicchettis"" to eat all of which were priced under $5.00. The food comes in ""threes"" if you are trying to figure out how much to order- the fried rice balls and the meatball on bread appetizer each come with three pieces for example.  The calamari looked like a full order for the happy hour price of $3.99 (or there about) and the little crock of truffle mac n' cheese easily fed three of us due to how rich it was.  All of us agreed we were stuffed on the food so again, good portion sizes considering how cheaply they offer during happy hour.  We were there almost 2 hours and never felt ""rushed"" by the staff and had fantastic service-- even letting me sample 3 or 4 different reds on the happy hour menu before I chose one.  Just a great little place that we will definitely go to again.",1/30/2014,5,4,5,4
gregory b,Unknown,4,The Sweet Life It Is...Dolce Vita,"We've visited Dolce Vita in Fairfax on three occasions before the writing of this review.  By far, This is the most authentic Italian restaurant in the area.  The food is freshly prepared, the menu is truly representative of Italian cuisine and the preparation maintains an identity that is Italian.  The place seems to be crowded on weekdays and weekends.  With a full bar and an extensive wine list, Dolce Vita makes for a most pleasant dining experience.  We've enjoyed several entrees and appetizers that are prepared in the finest Italian traditions.  The wait staff is pleasant but not overbearing.  The owner? or manager? is constantly roaming about the place assuring that all aspects of the operation are finely tuned.  We believe this is the most authentic Italian restaurant in the area with food that is delicious and representative of true Italian cuisine.
It is worthy of a visit.  If we are incorrect in our assumptions, shame on us.",1/24/2014,4,4,4,4
Glenn S,Myrtle Beach,3,"attractive,friendly...but acoustic nightmare","friendly staff, excellent wine selection, reasonable prices ,attractive...but tile floor and hard walls make hearing others very challenging. this is a ""tapas""
menu and set up to meet and enjoy company with a 
good glass of wine...but conversation is very difficult
because of the reflected sound.",1/11/2014,4,4,4,4
TAPA-29,Unknown,5,"Great time, Great food","We called in a reservation.  We were not seated as requested, but as soon as I mentioned it, the hostess made arrangements that were pleasing to us.  The food was great, as always.  So was the service.  we were very happy with this choice.  We will be back again.",1/9/2014,5,5,5,5
